account_id,tier,mrr,contract_start_date,contract_term_months,payment_method_age_days,payment_reliability_score,customer_health_score,licensed_users,actual_users,total_invoices,failed_payment_count,last_login_days_ago,support_tickets_90d,feature_adoption_pct,has_leakage,leakage_type,monthly_leakage_amount,estimated_annual_leakage,detection_difficulty,payment_failure_rate,user_utilization_ratio,days_since_contract_start,revenue_per_user,engagement_score,payment_risk,health_risk,engagement_risk,overutilization
ACC000435,Professional,299,2024-09-11,36,38,0.104,73.3,20,10,15,0,39,0,71.4,False,None,0.0,0.0,N/A,0.0,0.5,450,14.95,67.24000000000001,1,0,1,0
ACC000436,Professional,299,2024-05-22,24,20,0.055,80.1,20,20,18,0,7,4,32.0,False,None,0.0,0.0,N/A,0.0,1.0,562,14.95,56.400000000000006,1,0,0,0
ACC000437,Starter,99,2024-08-25,24,40,0.11,94.7,5,4,15,3,82,2,58.9,True,Billing_System_Error,10.36,124.34,Medium,0.2,0.8,467,19.8,42.54,1,0,1,0
ACC000438,Business,799,2025-06-06,36,305,0.836,89.4,100,52,6,0,64,0,84.1,True,Expired_Payment_Method,799.0,9588.0,Easy,0.0,0.52,182,7.99,64.86,0,0,1,0
ACC000439,Professional,299,2024-08-09,24,298,0.816,94.5,20,8,16,0,70,2,89.7,True,Billing_System_Error,58.65,703.8,Medium,0.0,0.4,483,14.95,65.82,0,0,1,0
ACC000440,Professional,299,2025-07-26,24,293,0.803,80.3,20,18,4,0,83,1,55.1,True,Billing_System_Error,42.0,504.02,Medium,0.0,0.9,132,14.95,39.86,0,0,1,0
ACC000441,Professional,299,2025-02-26,24,310,0.849,90.4,20,11,9,0,60,2,56.1,True,Expired_Payment_Method,299.0,3588.0,Easy,0.0,0.55,282,14.95,49.66,0,0,1,0
ACC000442,Starter,99,2024-04-11,12,32,0.088,75.4,5,3,20,0,57,1,75.9,False,None,0.0,0.0,N/A,0.0,0.6,603,19.8,62.739999999999995,1,0,1,0
ACC000443,Starter,99,2025-05-24,24,44,0.121,88.9,5,5,6,0,64,1,76.4,False,None,0.0,0.0,N/A,0.0,1.0,195,19.8,60.24,1,0,1,0
ACC000444,Professional,299,2025-03-14,12,127,0.348,83.0,20,13,8,0,90,2,54.3,False,None,0.0,0.0,N/A,0.0,0.65,266,14.95,36.58,1,0,1,0
ACC000445,Enterprise,2499,2024-06-15,24,269,0.737,89.3,500,278,17,1,66,4,58.4,False,None,0.0,0.0,N/A,0.058823529411764705,0.556,538,4.998,48.64,0,0,1,0
ACC000446,Professional,299,2023-12-22,12,187,0.512,89.2,20,6,23,1,47,2,75.9,False,None,0.0,0.0,N/A,0.043478260869565216,0.3,714,14.95,66.74000000000001,1,0,1,0
ACC000447,Business,799,2024-11-21,24,210,0.575,96.4,100,55,12,1,43,1,61.4,False,None,0.0,0.0,N/A,0.08333333333333333,0.55,379,7.99,59.64,1,0,1,0
ACC000448,Business,799,2024-01-03,12,324,0.888,94.6,100,99,23,0,82,0,76.0,False,None,0.0,0.0,N/A,0.0,0.99,702,7.99,52.800000000000004,0,0,1,0
ACC000449,Business,799,2024-09-29,12,169,0.463,83.6,100,117,14,2,12,2,88.7,False,None,0.0,0.0,N/A,0.14285714285714285,1.17,432,7.99,88.42,1,0,0,1
ACC000450,Starter,99,2024-02-13,36,198,0.542,91.7,5,2,22,2,36,2,77.5,False,None,0.0,0.0,N/A,0.09090909090909091,0.4,661,19.8,72.1,1,0,1,0
ACC000451,Starter,99,2024-12-22,36,337,0.923,46.7,5,5,11,0,77,0,82.1,True,Billing_System_Error,16.62,199.39,Medium,0.0,1.0,348,19.8,58.46,0,1,1,0
ACC000452,Starter,99,2025-04-06,24,42,0.115,83.7,5,4,8,0,74,2,81.8,False,None,0.0,0.0,N/A,0.0,0.8,243,19.8,59.48,1,0,1,0
ACC000453,Starter,99,2025-04-15,24,159,0.436,79.2,5,2,7,0,83,1,69.8,False,None,0.0,0.0,N/A,0.0,0.4,234,19.8,48.67999999999999,1,0,1,0
ACC000454,Business,799,2024-08-01,12,305,0.836,76.2,100,47,16,0,90,2,41.4,True,Contract_Terms_Error,108.16,1297.95,Hard,0.0,0.47,491,7.99,28.84,0,0,1,0
ACC000455,Professional,299,2025-06-12,24,287,0.786,89.7,20,9,5,0,48,4,36.6,False,None,0.0,0.0,N/A,0.0,0.45,176,14.95,42.760000000000005,0,0,1,0
ACC000456,Professional,299,2024-10-05,12,344,0.942,77.5,20,7,14,0,89,0,94.5,True,Expired_Payment_Method,299.0,3588.0,Easy,0.0,0.35,426,14.95,61.099999999999994,0,0,1,0
ACC000457,Professional,299,2024-03-16,12,331,0.907,77.0,20,6,20,0,85,1,72.4,True,Expired_Payment_Method,299.0,3588.0,Easy,0.0,0.3,629,14.95,49.440000000000005,0,0,1,0
ACC000458,Starter,99,2024-06-30,36,186,0.51,83.5,5,4,17,2,2,3,25.6,False,None,0.0,0.0,N/A,0.11764705882352941,0.8,523,19.8,54.56,1,0,0,0
ACC000459,Starter,99,2024-08-31,24,93,0.255,76.1,5,3,15,2,27,2,51.2,False,None,0.0,0.0,N/A,0.13333333333333333,0.6,461,19.8,59.92,1,0,0,0
ACC000460,Business,799,2024-09-22,24,99,0.271,92.4,100,32,14,2,28,1,34.5,True,Failed_Payment_Retry,119.85,1438.2,Easy,0.14285714285714285,0.32,439,7.99,49.5,1,0,0,0
ACC000461,Business,799,2025-04-19,12,40,0.11,89.3,100,104,7,1,37,1,77.6,False,None,0.0,0.0,N/A,0.14285714285714285,1.04,230,7.99,71.75999999999999,1,0,1,0
ACC000462,Starter,99,2025-05-26,36,277,0.759,61.5,5,1,6,0,67,6,68.5,False,None,0.0,0.0,N/A,0.0,0.2,193,19.8,54.300000000000004,0,0,1,0
ACC000463,Professional,299,2025-07-30,36,173,0.474,61.8,20,21,4,0,79,3,88.6,True,Billing_System_Error,48.66,583.92,Medium,0.0,1.05,128,14.95,61.559999999999995,1,0,1,0
ACC000464,Starter,99,2025-04-25,36,193,0.529,72.0,5,5,7,0,19,1,62.3,True,Billing_System_Error,20.79,249.45,Medium,0.0,1.0,224,19.8,69.78,1,0,0,0
ACC000465,Business,799,2025-03-24,12,355,0.973,66.6,100,84,8,0,79,1,84.6,False,None,0.0,0.0,N/A,0.0,0.84,256,7.99,59.16,0,0,1,0
ACC000466,Starter,99,2025-03-21,36,225,0.616,62.2,5,4,8,0,5,2,38.1,False,None,0.0,0.0,N/A,0.0,0.8,259,19.8,60.86,1,0,0,0
ACC000467,Starter,99,2024-07-13,24,347,0.951,86.6,5,3,17,0,30,1,88.1,False,None,0.0,0.0,N/A,0.0,0.6,510,19.8,80.85999999999999,0,0,0,0
ACC000468,Starter,99,2024-06-09,36,146,0.4,87.4,5,5,18,1,57,1,68.1,False,None,0.0,0.0,N/A,0.05555555555555555,1.0,544,19.8,58.05999999999999,1,0,1,0
ACC000469,Starter,99,2025-01-10,36,123,0.337,90.8,5,1,10,0,39,2,85.5,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,0.2,329,19.8,75.7,1,0,1,0
ACC000470,Professional,299,2024-05-14,12,189,0.518,67.2,20,23,19,0,86,4,53.1,False,None,0.0,0.0,N/A,0.0,1.15,570,14.95,37.46,1,0,1,1
ACC000471,Starter,99,2024-01-31,24,237,0.649,80.2,5,3,22,1,36,2,54.9,False,None,0.0,0.0,N/A,0.045454545454545456,0.6,674,19.8,58.54,1,0,1,0
ACC000472,Starter,99,2024-08-11,36,271,0.742,97.2,5,3,16,1,53,2,65.1,False,None,0.0,0.0,N/A,0.0625,0.6,481,19.8,57.86,0,0,1,0
ACC000473,Professional,299,2025-03-25,12,310,0.849,82.7,20,16,8,0,17,3,68.6,True,Expired_Payment_Method,299.0,3588.0,Easy,0.0,0.8,255,14.95,74.36,0,0,0,0
ACC000474,Starter,99,2024-12-24,12,329,0.901,90.0,5,2,11,0,61,1,48.1,True,Billing_System_Error,9.37,112.47,Medium,0.0,0.4,346,19.8,44.46,0,0,1,0
ACC000475,Starter,99,2024-08-22,36,53,0.145,91.9,5,4,15,2,66,4,69.7,True,Failed_Payment_Retry,14.85,178.2,Easy,0.13333333333333333,0.8,470,19.8,55.42,1,0,1,0
ACC000476,Professional,299,2025-05-02,24,43,0.118,98.1,20,17,7,1,20,4,62.1,False,None,0.0,0.0,N/A,0.14285714285714285,0.85,217,14.95,69.25999999999999,1,0,0,0
ACC000477,Business,799,2024-12-01,24,263,0.721,86.3,100,58,12,0,18,0,76.7,True,Contract_Terms_Error,112.57,1350.86,Hard,0.0,0.58,369,7.99,78.82000000000001,0,0,0,0
ACC000478,Starter,99,2024-06-16,12,114,0.312,91.3,5,2,17,3,57,1,44.1,False,None,0.0,0.0,N/A,0.17647058823529413,0.4,537,19.8,43.66,1,0,1,0
ACC000479,Business,799,2024-09-14,12,213,0.584,90.9,100,86,14,0,6,2,62.5,False,None,0.0,0.0,N/A,0.0,0.86,447,7.99,75.1,1,0,0,0
ACC000480,Starter,99,2024-07-28,36,192,0.526,86.1,5,4,16,0,30,1,62.7,False,None,0.0,0.0,N/A,0.0,0.8,495,19.8,65.62,1,0,0,0
ACC000481,Starter,99,2024-08-07,12,192,0.526,97.9,5,1,16,2,28,0,62.2,False,None,0.0,0.0,N/A,0.125,0.2,485,19.8,66.12,1,0,0,0
ACC000482,Professional,299,2025-08-09,24,51,0.14,86.0,20,9,3,0,83,1,93.1,True,Failed_Payment_Retry,44.85,538.2,Easy,0.0,0.45,118,14.95,62.66,1,0,1,0
ACC000483,Starter,99,2024-09-28,12,71,0.195,78.4,5,3,14,2,4,2,63.8,False,None,0.0,0.0,N/A,0.14285714285714285,0.6,433,19.8,76.68,1,0,0,0
ACC000484,Starter,99,2024-11-17,24,357,0.978,41.7,5,4,12,0,17,3,49.9,False,None,0.0,0.0,N/A,0.0,0.8,383,19.8,63.14,0,1,0,0
ACC000485,Starter,99,2024-05-14,24,316,0.866,94.2,5,4,19,0,0,0,95.0,True,Billing_System_Error,12.82,153.89,Medium,0.0,0.8,570,19.8,97.0,0,0,0,0
ACC000486,Starter,99,2025-06-17,12,132,0.362,64.6,5,1,5,0,27,1,91.2,False,None,0.0,0.0,N/A,0.0,0.2,171,19.8,83.92,1,0,0,0
ACC000487,Starter,99,2025-04-06,36,312,0.855,93.3,5,4,8,0,67,2,89.5,False,None,0.0,0.0,N/A,0.0,0.8,243,19.8,66.89999999999999,0,0,1,0
ACC000488,Starter,99,2024-06-30,12,148,0.405,60.9,5,2,17,0,30,2,71.4,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,0.4,523,19.8,70.84,1,0,0,0
ACC000489,Starter,99,2024-11-02,12,25,0.068,41.0,5,3,13,0,30,1,84.0,False,None,0.0,0.0,N/A,0.0,0.6,398,19.8,78.4,1,1,0,0
ACC000490,Starter,99,2024-07-04,36,319,0.874,92.8,5,4,17,0,58,1,92.2,True,Billing_System_Error,10.2,122.35,Medium,0.0,0.8,519,19.8,72.12,0,0,1,0
ACC000491,Business,799,2025-07-04,12,256,0.701,94.3,100,53,5,0,76,2,68.5,True,Billing_System_Error,71.24,854.91,Medium,0.0,0.53,154,7.99,50.7,0,0,1,0
ACC000492,Professional,299,2024-03-07,12,324,0.888,79.5,20,14,21,0,65,0,94.0,False,None,0.0,0.0,N/A,0.0,0.7,638,14.95,70.4,0,0,1,0
ACC000493,Professional,299,2024-01-27,12,74,0.203,54.9,20,23,22,3,37,1,47.4,True,Usage_Overage_Unbilled,44.85,538.2,Medium,0.13636363636363635,1.15,678,14.95,53.64,1,1,1,1
ACC000494,Starter,99,2024-06-24,12,315,0.863,74.7,5,3,17,0,45,0,64.1,True,Billing_System_Error,23.42,281.08,Medium,0.0,0.6,529,19.8,60.459999999999994,0,0,1,0
ACC000495,Starter,99,2025-01-03,36,214,0.586,79.7,5,2,11,0,23,1,26.1,False,None,0.0,0.0,N/A,0.0,0.4,336,19.8,46.46,1,0,0,0
ACC000496,Starter,99,2025-06-11,36,185,0.507,68.8,5,2,5,0,8,0,70.9,False,None,0.0,0.0,N/A,0.0,0.4,177,19.8,79.34,1,0,0,0
ACC000497,Business,799,2024-03-17,36,260,0.712,96.1,100,35,20,1,64,2,41.3,True,Billing_System_Error,173.59,2083.11,Medium,0.05,0.35,628,7.99,39.18,0,0,1,0
ACC000498,Business,799,2024-02-17,12,200,0.548,84.5,100,70,21,0,60,4,81.9,True,Contract_Terms_Error,211.28,2535.42,Hard,0.0,0.7,657,7.99,65.14,1,0,1,0
ACC000499,Business,799,2025-07-24,36,199,0.545,83.6,100,97,4,0,47,1,38.5,False,None,0.0,0.0,N/A,0.0,0.97,134,7.99,44.3,1,0,1,0
ACC000500,Starter,99,2024-12-21,36,9,0.025,83.5,5,3,11,2,45,1,49.8,False,None,0.0,0.0,N/A,0.18181818181818182,0.6,349,19.8,51.879999999999995,1,0,1,0
ACC000501,Starter,99,2025-06-29,24,124,0.34,93.6,5,5,5,0,84,1,85.0,False,None,0.0,0.0,N/A,0.0,1.0,159,19.8,57.4,1,0,1,0
ACC000502,Starter,99,2025-05-23,36,171,0.468,93.6,5,2,6,0,17,4,35.3,True,Billing_System_Error,13.34,160.11,Medium,0.0,0.4,196,19.8,54.379999999999995,1,0,0,0
ACC000503,Professional,299,2025-07-23,24,280,0.767,83.9,20,11,4,0,43,1,85.1,True,Billing_System_Error,67.53,810.4,Medium,0.0,0.55,135,14.95,73.86,0,0,1,0
ACC000504,Professional,299,2025-03-11,36,238,0.652,96.2,20,18,8,0,89,1,52.6,True,Billing_System_Error,66.47,797.59,Medium,0.0,0.9,269,14.95,35.96,1,0,1,0
ACC000505,Professional,299,2024-05-04,36,94,0.258,89.0,20,20,19,2,17,1,59.2,False,None,0.0,0.0,N/A,0.10526315789473684,1.0,580,14.95,68.72,1,0,0,0
ACC000506,Business,799,2025-07-04,36,235,0.644,83.3,100,82,5,0,4,1,75.5,False,None,0.0,0.0,N/A,0.0,0.82,154,7.99,83.7,1,0,0,0
ACC000507,Professional,299,2024-11-10,12,23,0.063,77.5,20,11,13,3,25,0,67.9,True,Billing_System_Error,34.5,413.97,Medium,0.23076923076923078,0.55,390,14.95,70.74000000000001,1,0,0,0
ACC000508,Professional,299,2025-07-26,24,159,0.436,87.0,20,23,4,0,65,2,60.6,False,None,0.0,0.0,N/A,0.0,1.15,132,14.95,50.36,1,0,1,1
ACC000509,Business,799,2024-07-26,36,243,0.666,94.6,100,36,16,1,32,2,51.0,True,Billing_System_Error,104.88,1258.57,Medium,0.0625,0.36,497,7.99,57.8,1,0,1,0
ACC000510,Professional,299,2025-07-31,36,98,0.268,74.3,20,15,4,0,36,0,63.7,False,None,0.0,0.0,N/A,0.0,0.75,127,14.95,63.82,1,0,1,0
ACC000511,Starter,99,2024-09-06,12,336,0.921,75.4,5,4,15,0,42,2,46.3,True,Expired_Payment_Method,99.0,1188.0,Easy,0.0,0.8,455,19.8,50.980000000000004,0,0,1,0
ACC000512,Professional,299,2024-12-01,12,189,0.518,92.7,20,10,12,1,55,2,43.6,False,None,0.0,0.0,N/A,0.08333333333333333,0.5,369,14.95,44.16,1,0,1,0
ACC000513,Professional,299,2024-07-24,36,226,0.619,87.5,20,15,16,1,49,1,65.2,False,None,0.0,0.0,N/A,0.0625,0.75,499,14.95,59.519999999999996,1,0,1,0
ACC000514,Professional,299,2024-09-24,12,255,0.699,82.4,20,22,14,0,88,2,58.1,True,Failed_Payment_Retry,44.85,538.2,Easy,0.0,1.1,437,14.95,39.66,1,0,1,0
ACC000515,Business,799,2024-04-15,24,266,0.729,92.4,100,41,19,1,34,1,48.7,True,Contract_Terms_Error,167.19,2006.29,Hard,0.05263157894736842,0.41,599,7.99,55.620000000000005,0,0,1,0
ACC000516,Starter,99,2025-06-14,36,218,0.597,95.8,5,2,5,0,10,3,69.5,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,0.4,174,19.8,77.69999999999999,1,0,0,0
ACC000517,Business,799,2024-06-23,36,93,0.255,94.6,100,67,17,0,69,2,80.9,False,None,0.0,0.0,N/A,0.0,0.67,530,7.99,60.94,1,0,1,0
ACC000518,Professional,299,2024-11-10,24,53,0.145,88.9,20,17,13,2,10,1,45.6,False,None,0.0,0.0,N/A,0.15384615384615385,0.85,390,14.95,63.36,1,0,0,0
ACC000519,Starter,99,2024-10-06,36,152,0.416,95.2,5,2,14,0,39,0,58.9,False,None,0.0,0.0,N/A,0.0,0.4,425,19.8,59.739999999999995,1,0,1,0
ACC000520,Starter,99,2024-06-07,36,219,0.6,73.8,5,4,18,0,21,1,51.0,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,0.8,546,19.8,62.2,1,0,0,0
ACC000521,Starter,99,2024-06-09,24,229,0.627,76.1,5,3,18,0,5,3,55.0,False,None,0.0,0.0,N/A,0.0,0.6,544,19.8,71.0,1,0,0,0
ACC000522,Business,799,2024-09-10,36,223,0.611,94.0,100,33,15,1,35,0,61.7,True,Failed_Payment_Retry,119.85,1438.2,Easy,0.06666666666666667,0.33,451,7.99,63.02,1,0,1,0
ACC000523,Professional,299,2025-07-10,12,344,0.942,47.5,20,8,4,0,81,2,65.4,False,None,0.0,0.0,N/A,0.0,0.4,148,14.95,46.84,0,1,1,0
ACC000524,Business,799,2024-07-18,24,263,0.721,94.5,100,75,16,0,86,2,74.4,False,None,0.0,0.0,N/A,0.0,0.75,505,7.99,50.24,0,0,1,0
ACC000525,Professional,299,2025-03-27,12,74,0.203,78.4,20,22,8,1,77,2,66.9,True,Billing_System_Error,48.17,578.03,Medium,0.125,1.1,253,14.95,49.34,1,0,1,0
ACC000526,Professional,299,2024-06-15,12,65,0.178,86.3,20,23,17,2,8,2,61.9,False,None,0.0,0.0,N/A,0.11764705882352941,1.15,538,14.95,73.94,1,0,0,1
ACC000527,Professional,299,2025-01-08,36,188,0.515,75.3,20,13,11,1,46,5,68.3,False,None,0.0,0.0,N/A,0.09090909090909091,0.65,331,14.95,62.58,1,0,1,0
ACC000528,Starter,99,2024-08-10,36,17,0.047,67.6,5,5,16,2,77,2,53.4,True,Failed_Payment_Retry,14.85,178.2,Easy,0.125,1.0,482,19.8,41.24,1,0,1,0
ACC000529,Professional,299,2025-04-02,36,231,0.633,45.4,20,22,8,0,47,3,70.2,False,None,0.0,0.0,N/A,0.0,1.1,247,14.95,63.32,1,1,1,0
ACC000530,Business,799,2024-08-22,24,40,0.11,95.0,100,101,15,0,73,2,84.1,False,None,0.0,0.0,N/A,0.0,1.01,470,7.99,61.25999999999999,1,0,1,0
ACC000531,Starter,99,2025-04-19,36,188,0.515,69.3,5,3,7,0,50,3,73.4,False,None,0.0,0.0,N/A,0.0,0.6,230,19.8,64.03999999999999,1,0,1,0
ACC000532,Professional,299,2024-10-20,36,143,0.392,97.2,20,18,13,1,31,2,83.2,False,None,0.0,0.0,N/A,0.07692307692307693,0.9,411,14.95,77.52000000000001,1,0,1,0
ACC000533,Starter,99,2025-05-13,12,96,0.263,67.1,5,4,6,0,63,5,54.8,False,None,0.0,0.0,N/A,0.0,0.8,206,19.8,47.67999999999999,1,0,1,0
ACC000534,Enterprise,2499,2024-03-25,24,288,0.789,89.5,500,484,20,0,15,3,59.6,False,None,0.0,0.0,N/A,0.0,0.968,620,4.998,69.75999999999999,0,0,0,0
ACC000535,Starter,99,2024-12-12,24,361,0.989,63.6,5,4,11,0,57,0,41.6,True,Expired_Payment_Method,99.0,1188.0,Easy,0.0,0.8,358,19.8,42.16,0,0,1,0
ACC000536,Enterprise,2499,2025-01-30,36,147,0.403,83.5,500,583,10,0,88,1,85.1,False,None,0.0,0.0,N/A,0.0,1.166,309,4.998,55.86,1,0,1,1
ACC000537,Starter,99,2024-04-22,12,63,0.173,90.1,5,3,19,3,17,0,79.1,False,None,0.0,0.0,N/A,0.15789473684210525,0.6,592,19.8,80.66,1,0,0,0
ACC000538,Starter,99,2025-06-23,24,89,0.244,86.7,5,3,5,0,56,0,77.8,False,None,0.0,0.0,N/A,0.0,0.6,165,19.8,64.28,1,0,1,0
ACC000539,Business,799,2025-06-09,36,164,0.449,68.1,100,51,5,0,85,0,64.8,False,None,0.0,0.0,N/A,0.0,0.51,179,7.99,44.879999999999995,1,0,1,0
ACC000540,Business,799,2024-09-16,36,34,0.093,67.4,100,60,14,0,70,1,56.4,False,None,0.0,0.0,N/A,0.0,0.6,445,7.99,45.839999999999996,1,0,1,0
ACC000541,Starter,99,2024-02-29,24,154,0.422,72.7,5,2,21,0,20,0,76.9,True,Billing_System_Error,8.1,97.22,Medium,0.0,0.4,645,19.8,78.14,1,0,0,0
ACC000542,Starter,99,2025-03-12,24,261,0.715,78.6,5,2,8,0,28,2,43.0,False,None,0.0,0.0,N/A,0.0,0.4,268,19.8,54.6,0,0,0,0
ACC000543,Starter,99,2025-05-05,12,72,0.197,78.3,5,3,7,1,30,1,75.4,False,None,0.0,0.0,N/A,0.14285714285714285,0.6,214,19.8,73.24000000000001,1,0,0,0
ACC000544,Starter,99,2024-04-19,12,185,0.507,97.2,5,2,19,1,70,4,43.8,False,None,0.0,0.0,N/A,0.05263157894736842,0.4,595,19.8,38.28,1,0,1,0
ACC000545,Enterprise,2499,2024-01-29,24,240,0.658,73.5,500,517,22,0,70,3,52.6,False,None,0.0,0.0,N/A,0.0,1.034,676,4.998,43.56,1,0,1,0
ACC000546,Professional,299,2025-04-27,36,45,0.123,93.1,20,23,7,1,8,3,67.0,False,None,0.0,0.0,N/A,0.14285714285714285,1.15,222,14.95,77.0,1,0,0,1
ACC000547,Professional,299,2024-10-25,24,246,0.674,69.1,20,17,13,0,67,0,71.4,False,None,0.0,0.0,N/A,0.0,0.85,406,14.95,56.040000000000006,1,0,1,0
ACC000548,Starter,99,2024-07-13,24,295,0.808,90.5,5,3,17,0,9,1,84.3,False,None,0.0,0.0,N/A,0.0,0.6,510,19.8,86.97999999999999,0,0,0,0
ACC000549,Business,799,2025-05-01,24,329,0.901,88.7,100,92,7,0,9,1,78.1,False,None,0.0,0.0,N/A,0.0,0.92,218,7.99,83.25999999999999,0,0,0,0
ACC000550,Professional,299,2024-06-03,24,349,0.956,72.4,20,22,18,0,66,4,38.2,False,None,0.0,0.0,N/A,0.0,1.1,550,14.95,36.52,0,0,1,0
ACC000551,Starter,99,2024-09-19,12,283,0.775,93.6,5,2,14,0,81,0,73.6,False,None,0.0,0.0,N/A,0.0,0.4,442,19.8,51.76,0,0,1,0
ACC000552,Professional,299,2024-01-14,12,67,0.184,86.6,20,17,23,0,55,1,73.9,False,None,0.0,0.0,N/A,0.0,0.85,691,14.95,62.34,1,0,1,0
ACC000553,Starter,99,2024-04-10,12,64,0.175,97.9,5,2,20,3,66,2,70.4,False,None,0.0,0.0,N/A,0.15,0.4,604,19.8,55.84,1,0,1,0
ACC000554,Professional,299,2025-04-03,24,85,0.233,58.7,20,14,8,1,20,5,95.8,False,None,0.0,0.0,N/A,0.125,0.7,246,14.95,89.47999999999999,1,1,0,0
ACC000555,Enterprise,2499,2024-10-11,36,116,0.318,93.0,500,498,14,1,44,1,77.7,False,None,0.0,0.0,N/A,0.07142857142857142,0.996,420,4.998,69.02,1,0,1,0
ACC000556,Starter,99,2024-03-24,24,41,0.112,87.0,5,4,20,0,32,3,79.3,False,None,0.0,0.0,N/A,0.0,0.8,621,19.8,74.78,1,0,1,0
ACC000557,Starter,99,2025-02-17,36,283,0.775,96.4,5,4,9,0,35,0,75.3,True,Billing_System_Error,16.29,195.47,Medium,0.0,0.8,291,19.8,71.18,0,0,1,0
ACC000558,Professional,299,2025-05-01,36,156,0.427,79.7,20,23,7,0,78,5,85.5,False,None,0.0,0.0,N/A,0.0,1.15,218,14.95,60.099999999999994,1,0,1,1
ACC000559,Starter,99,2024-03-09,12,258,0.707,94.1,5,4,21,0,82,3,53.4,False,None,0.0,0.0,N/A,0.0,0.8,636,19.8,39.24,0,0,1,0
ACC000560,Professional,299,2025-03-18,36,298,0.816,80.9,20,14,8,0,19,3,73.6,False,None,0.0,0.0,N/A,0.0,0.7,262,14.95,76.56,0,0,0,0
ACC000561,Starter,99,2025-03-15,36,320,0.877,61.3,5,4,8,0,77,1,47.2,True,Expired_Payment_Method,99.0,1188.0,Easy,0.0,0.8,265,19.8,37.52,0,0,1,0
ACC000562,Starter,99,2024-09-26,36,22,0.06,87.8,5,3,14,1,3,1,75.0,False,None,0.0,0.0,N/A,0.07142857142857142,0.6,435,19.8,83.80000000000001,1,0,0,0
ACC000563,Professional,299,2025-06-15,12,329,0.901,60.7,20,11,5,0,73,5,66.2,True,Billing_System_Error,73.23,878.72,Medium,0.0,0.55,173,14.95,50.519999999999996,0,0,1,0
ACC000564,Starter,99,2024-12-09,36,108,0.296,56.6,5,3,12,1,73,0,52.2,True,Failed_Payment_Retry,14.85,178.2,Easy,0.08333333333333333,0.6,361,19.8,42.120000000000005,1,1,1,0
ACC000565,Business,799,2024-07-07,36,328,0.899,85.0,100,112,17,0,3,1,90.6,True,Usage_Overage_Unbilled,95.88,1150.56,Medium,0.0,1.12,516,7.99,93.16,0,0,0,1
ACC000566,Business,799,2024-04-15,36,280,0.767,88.8,100,35,19,0,37,3,68.1,True,Contract_Terms_Error,142.45,1709.42,Hard,0.0,0.35,599,7.99,66.06,0,0,1,0
ACC000567,Professional,299,2024-11-01,24,126,0.345,84.6,20,19,13,1,87,2,46.9,False,None,0.0,0.0,N/A,0.07692307692307693,0.95,399,14.95,33.339999999999996,1,0,1,0
ACC000568,Starter,99,2024-07-18,24,233,0.638,55.2,5,4,16,1,9,3,59.4,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0625,0.8,505,19.8,72.03999999999999,1,1,0,0
ACC000569,Starter,99,2025-07-07,12,226,0.619,62.5,5,4,5,0,53,1,51.8,False,None,0.0,0.0,N/A,0.0,0.8,151,19.8,49.879999999999995,1,0,1,0
ACC000570,Professional,299,2024-04-29,24,105,0.288,62.4,20,10,19,1,43,2,82.1,False,None,0.0,0.0,N/A,0.05263157894736842,0.5,585,14.95,72.06,1,0,1,0
ACC000571,Professional,299,2023-12-25,12,161,0.441,97.5,20,15,23,0,40,2,77.1,False,None,0.0,0.0,N/A,0.0,0.75,711,14.95,70.25999999999999,1,0,1,0
ACC000572,Professional,299,2024-09-18,24,67,0.184,85.6,20,23,14,0,47,1,73.4,False,None,0.0,0.0,N/A,0.0,1.15,443,14.95,65.24000000000001,1,0,1,1
ACC000573,Professional,299,2024-03-28,36,55,0.151,74.7,20,16,20,1,40,0,60.0,False,None,0.0,0.0,N/A,0.05,0.8,617,14.95,60.0,1,0,1,0
ACC000574,Starter,99,2025-01-02,24,63,0.173,66.7,5,3,11,1,34,3,88.8,False,None,0.0,0.0,N/A,0.09090909090909091,0.6,337,19.8,79.67999999999999,1,0,1,0
ACC000575,Starter,99,2024-06-03,12,73,0.2,79.8,5,3,18,3,12,4,84.8,True,Failed_Payment_Retry,14.85,178.2,Easy,0.16666666666666666,0.6,550,19.8,86.08,1,0,0,0
ACC000576,Business,799,2025-07-17,24,197,0.54,56.5,100,55,4,0,78,2,70.2,False,None,0.0,0.0,N/A,0.0,0.55,141,7.99,50.92,1,1,1,0
ACC000577,Starter,99,2024-07-05,12,82,0.225,74.6,5,1,17,2,41,1,80.4,False,None,0.0,0.0,N/A,0.11764705882352941,0.2,518,19.8,71.84,1,0,1,0
ACC000578,Starter,99,2024-01-24,36,161,0.441,90.8,5,1,22,2,24,2,65.5,False,None,0.0,0.0,N/A,0.09090909090909091,0.2,681,19.8,69.7,1,0,0,0
ACC000579,Starter,99,2025-03-27,24,264,0.723,87.9,5,5,8,0,59,3,89.0,False,None,0.0,0.0,N/A,0.0,1.0,253,19.8,69.8,0,0,1,0
